customer_code,customer_name,customer_group,email
C00898,CASTILLO ENGINEERING INC,OTHER,AURIETA@CASTILLOENG.COM
C00899,SENSEI PORCUPINE CREEK,OTHER,JMARTE@SENSEI.COM
C00900,SUNSHINE SUITES RESORT,OTHER,
C00901,HOLIDAY INN JEKYLL ISLAND,OTHER,PHARTMANN@NEWCASTLEHOTELS.COM
C00902,COUNTRY CLUB OF ORLANDO,OTHER,DHERNANDEZ@COUNTRYCLUBOFORLANDO.COM
C00903,CITY VALET SERVICES,OTHER,
C00904,"SOUTHALL, LLC",OTHER,MFORKEY@SOUTHALLTN.COM
C00905,GRAND HYATT GRAND CAYMAN RESORT & SPA (CAGI HOTEL),HYATT,HIMANSHU.JETHI@HYATT.COM
C00906,MOXY ST. PETERSBURG,OTHER,ACCOUNTSPAYABLE@MOXYSTPETE.COM
C00907,VINETA PALM BEACH,OTHER,
C00908,GRAND HYATT SAN ANTONIO,HYATT,
C00909,FOUR SEASONS RESORT ORLANDO AT WALT DISNEY WORLD,FOUR SEASONS,HELEN.BARRY@FOURSEASONS.COM
C00910,MESKI RESTAURANT,OTHER,GUMAFASSSIL@GMAIL.COM
C00911,DOUBLETREE HILTON AT CADILLAC JACK'S,HILTON,AFisher@livhotelgroup.com
C00912,UM RADIATION CONTROL CENTER,U OF M GROUP,LMendez@med.miami.edu
C00913,THE HUT - LITTLE JUMBY,RESTAURANT,
C00914,HOMES PAINTING,OTHER,HOMEPAINTUSA99@GMAIL.COM
C00915,BLANCA STILLE,OTHER,
C00916,BITTER END YACHT CLUB,OTHER,KCHARLES@BEYC.COM
C00917,CUPIDS ELECTRIC,OTHER,HARISDJOKIC55@GMAIL.COM
C00918,CLUB MED,OTHER,marcela.mendes@clubmed.com
C00919,WYNDHAM GRAND JUPITER,OTHER,AGABILONDO@WYNDHAMGRANDJUPITER.COM
C00920,MG1 DESIGN,OTHER,MG1DESIGN@YAHOO.COM
C00921,PELL HOTEL,OTHER,
C00922,HYATT SEABOARD STATION - RALEIGH DOWNTOWN,HYATT,AP.HYSS@CONCORDHOTELS.COM
C00923,APOGEE CLUB,OTHER,MRODRIGUES@APOGEECLUB.COM
C00924,SEA PINES RESORT,OTHER,DANIELLE.SMITH@SEAPINES.COM
C00925,GRAND ISLE RESORT & RESIDENCES,OTHER,JCEY.TAYLOR@GRANDISLERESORT.COM
C00926,HALF MOON,OTHER,DANNMCNEIL@HALFMOON.COM
C00927,HILTON - SANTA MONICA,OTHER,
C00928,EMBASSY SUITES MYRTLE BEACH RESORT,HILTON,
C00929,AG FREIGHT LOGISTICS,OTHER,ALEX@AGFREIGHT-LOGISTICS.COM
C00930,DOUBLETREE HILTON SOUTH BEND,HILTON,
C00931,LAZ PARKING - ST. AUGUSTINE,OTHER,
C00932,"GCB MARINE, INC",OTHER,GEORGESB@FRASERYACHTS.COM
C00933,HILTON - MYRTLE BEACH RESORT OCEANFRONT,HILTON,TANISHA.GATLING@HILTON.COM
C00934,CONFIANZA WINDOW TINTING,OTHER,
C00935,DHL NETWORK OPERATIONS USA,OTHER,
C00936,INTERCONTINENTAL HOTEL DORAL,IHG,
C00937,FAST TRACK TCI,OTHER,
C00938,ECHO BRICKELL,OTHER,
C00939,PALACE CONDO,KW PROPERTIES,
C00940,ENCHANTE HOTEL,OTHER,ABBY@TEAMABIGAIL.COM
C00941,TRYALL CLUB,OTHER,
C00942,HOTEL INDIGO GRAND CAYMAN,IHG,
C00943,SAN VICENTE CLUBS,OTHER,
C00944,FRENCHMANS CREEK BEACH & COUNTRY CLUB,OTHER,DLOW@FRENCHMANSCREEK.COM
C00945,CARLOS CUERVO,OTHER,CARLI.CUERVO@GMAIL.COM
C00946,FIRST CLASS RESORTS,OTHER,JESSICA@HARBOURVILLAGE.COM
C00947,MANDARIN ORIENTAL NEW YORK,OTHER,
C00948,OIL NUT BAY,OTHER,TMORGAN@OILNUTBAY.COM
C00949,EL DORADO BEACH CLUB,OTHER,JGARCIA@ELDORADOBEACHCLUB.COM
C00950,LIAT AIR,OTHER,BARNES.SHAWNELL@LIAT.COM
C00951,SKYPARK VERTIPORTS,OTHER,
C00952,HILTON - ARLINGTON ROSSLYN THE KEY,HILTON,
C00953,INTERCONTINENTAL HOTEL HOUSTON,IHG,ESTEFANY.NERIO@IHG.COM
C00954,CATHY KENNEDY,OTHER,CATHYKENNEDY.MIA@GMAIL.COM
C00955,HILTON - BEACH HOUSE FT LAUDERDALE,HILTON,RAQUEL.RAMIREZ@HILTON.COM
C00956,ROCK SOUND PROPERTIES,OTHER,
C00957,UMIAMI- UHEALTH SPECIALTY PHARMACY,U OF M GROUP,nmr96@med.miami.edu
C00958,COLUMBIA DOCTORS - PRACTICE,OTHER,
C00959,ROBERTO BAERGA,OTHER,edgewatervillas@mac.com
C00960,WINDSONG ON THE REEF,OTHER,
C00961,CORENDON HOTELS & RESORTS - CURACAO,OTHER HOTEL,CHEREES.HOEFAKKER@CORENDONHOTELS.COM
C00962,ONE GT GRAND CAYMAN,OTHER,ANDREWBARLOW@REMINGTONHOTELS.COM
C00963,SPIAGGIA,OTHER,MANAGER@SPIAGGIAOCEAN.COM
C00964,LOTTE HOTEL SEATTLE,OTHER,
C00965,SPORTS PRODUCTIONS,OTHER,
C00966,MAYO HOTEL,CHARTWELLS,
C00967,UMIAMI- BASCOM PALMER EYE INSTITUTE GLAUCOMA CENTER,U OF M GROUP,YSILVA@MIAMI.EDU
C00968,REGALIA ON THE OCEAN,OTHER,JLINDENBAUM@REGALIAONTHEOCEAN.COM
C00969,SCHULTE- MEMOIR WAREHOUSE DISTRICT,OTHER,TIFFANY.WALTERS@SCHULTEHOSPITALITY.COM
C00970,CORDEVALLE,OTHER,
C00971,STANISLAUS FOOD PRODUCTS,OTHER,LPOLLACK@CORTO-OLIVE.COM
C00972,SUNKISSED,OTHER,DAVID@SUNKISSEDBRICKELL.COM
C00973,HOTEL ABACUS,COLLEGIATE HOSPITALITY,
C00974,UMIAMI-RISK MANAGEMENT,U OF M GROUP,AND238@MIAMI.EDU
C00975,PANAM EXPORT SERVICES,OTHER,cbarran@simpsonbayresort.com
C00976,UMIAMI- BASCOM PALMER EYE INSTITUTE SURGICAL,U OF M GROUP,GGG3@MED.MIAMI.EDU
C00977,RK PARKING SOLUTIONS,OTHER,
C00978,RKG PARKING SOLUTIONS,OTHER,
C00979,ROYAL CARIBBEAN,OTHER,GBARNES@RCCL.COM
C00980,CONRAD ORLANDO,OTHER,
C00981,BEACH ENCLAVE,OTHER,
C00982,STRAND,CHARTWELLS,DANITRA@THESTRANDTCI.COM
C00983,PONTCHARTRAIN HOTEL,COLLEGIATE HOSPITALITY,NTHOMAS@THEPONTCHARTRAINHOTEL.COM
C00984,REGENT GRAND TURKS & CAICOS,OTHER,hr@theregentgrand.com
C00985,VICEROY SANTA MONICA,OTHER,
C00986,THE BELGROVE,OTHER,
C00987,SANCTUARY AT KIAWAH ISLAND GOLF RESORT,OTHER,MOLLY_YOUNG@KIAWAHRESORT.COM
C00988,HOTEL AT AUBURN UNIVERSITY,OTHER,ADAM.KEESHAN@ITHAKAHP.COM
C00989,GAYLORD TEXAN RESORT & CONVENTION CENTER,OTHER,
C00990,CHG - GRADUATE AUBURN,COLLEGIATE HOSPITALITY,TBLACK@GRADUATEAUBURN.COM
C00991,ROLANDO TAPANES,OTHER,
C00992,LOEWS - CABANA BAY BEACH RESORT,LOEWS HOTELS,MADELINE.MARTIN@LOEWSHOTELS.COM
C00993,WESTIN HOTEL SAN JOSE,MARRIOTT,STHAPA@WESTINSANJOSE.COM
C00994,ST. REGIS ASPEN,OTHER,LUKE.TEMPLE@STREGIS.COM
C00995,BPARK SOLUTIONS,OTHER,BOLOYEDE@BPARKSOLUTIONS.COM
C00996,VINOY,OTHER,JACKELINE.CADAVID@THEVINOY.COM
C00997,ORNA SECURITY,OTHER,ACCOUNTING@ORNASECURITY.US
C00998,THE PARK AT GRACE BAY,OTHER,
C00999,COLUMBIA DOCTORS CARDIOLOGY,OTHER,rd2244@cumc.columbia.edu
C01000,LA VALENCIA HOTEL & SPA,OTHER,ALINGLEY@LAVALENCIA.COM
C01001,MAC PARKING,OTHER,
C01002,PMC,OTHER,
C01003,TISHMAN SPEYER - 160 SPEAR ST,OTHER,
C01004,GC BUILDERS INTERNATIONAL LLC,OTHER,JUAN.MALAVE@GANDGBD.COM
C01005,UMIAMI - INVESTMENTS & TREASURY,U OF M GROUP,
C01006,CONRAD BORA BORA NUI,HILTON,THOMAS.RAMBALDI@LWANE.COM
C01007,LONG BAY VILLAS ANGUILLA,OTHER,
C01008,FLAMINGO PLUMBING,OTHER,
C01009,K2 WORLD,OTHER,JACQUELINE.CARRILLO@K2-WORLD.COM
C01010,MARGARITAVILLE - CORPORATE,OTHER,
C01011,A CLEANER WORLD,OTHER,HOTELRELATIONS@ACLEANERSWORLD.COM
C01012,UNIVERSAL ORLANDO,OTHER,JYOTTI.PATEL@UNIVERSALORLANDO.COM
C01013,CLAY LACY AVIATION,OTHER,KAMORGAN@CLAYLACY.COM
C01014,IHG HOTELS & RESORTS,IHG,RUTH.GRANT@IHG.COM
C01015,CHAR,OTHER,DWILLIAMS@THE-CHAR.COM
C01016,TERRANEA RESORT,OTHER HOTEL,DRIVERA@TERRANEA.COM
C01017,ANDAZ MIAMI BEACH,HYATT,
C01018,BLANCHY ARREAGA,OTHER,
C01019,M&M PARKING,OTHER,
C01020,NORWEGIAN CRUISE LINE HOLDING LTD.,OTHER,
C01021,BAHIA MAR FT. LAUDERDALE BEACH - A DOUBLETREE BY HILTON,HILTON,
C01022,TIMBRI HOTEL SAN FRANCISCO,HILTON,MIA.CUTUK@HILTON.COM
C01023,PESTANA ORLANDO LAKE BUENA VISTA,OTHER,
C01024,KING AND PRINCE BEACH AND GOLF RESORT,OTHER HOTEL,AFELTON@KINGANDPRINCE.COM
C01025,1ST CLASS PARKING,OTHER,
C01026,WESTIN ST. JOHN RESORT & VILLAS,OTHER,
C01027,WESTIN VACATION CLUB,MARRIOTT,BLYNDA.BEDMINSTER@VACATIONCLUB.COM
C01028,SOUTH RIVER SUITES,OTHER,srs_manager@mpar1.com
C01029,AMRIT OCEAN RESORT,OTHER HOTEL,
C01030,CASA SANTUARIO,OTHER HOTEL,
C01031,MANHATTAN WOODS GOLF CLUB,OTHER,JL.RODRIGUEZ@MWCONLINE.COM
C01033,RENAISSANCE ORLANDO RESORT,OTHER,
C01034,DAYTRADER TIKI BAR,RESTAURANT,
C01035,SOUTH EAST AIRPORT SERVICES,OTHER,
C01036,MACH 3 AERO,OTHER,
C01037,BEYOND HOSPITALITY,OTHER,
C01038,ISLAND VIBE TOURS,OTHER,
C01039,LYFE RESORT & RESIDENCES,CHARTWELLS,
C01040,DELANO,OTHER,
C01041,BAYVIEW HOTEL,OTHER HOTEL,
C01042,THE STATLER DALLAS,HILTON,
C01043,STANDARD MIRROR & GLASS - MIAMI,OTHER,RICKGLICKMAN@BELLSOUTH.NET
C01044,"INNOVATION AVIATION SERVICES, INC",OTHER,
C01045,MAINSAIL VACATION RENTALS,OTHER HOTEL,LLOYDJONES@MAINSAILHOTELS.COM
C01046,JACKSON MEMORIAL HOSPITAL,OTHER,JUAN.JARAMILLO@JHSMIAMI.ORG
C01047,CAFE COCONUT GROVE LLC,OTHER,
C01048,TRAILBORN SURF AND SOUND,OTHER HOTEL,
C01049,WYNWOOD VALET,OTHER,
C01050,HOTEL 48LEX NEW YORK,OTHER HOTEL,ABBEY.RADER@HOTEL48LEX.COM
C01051,RIVERSIDE VALET,OTHER,
C01052,SALT RESTO BAR,OTHER,
C01053,ALLIANCE MARINE,OTHER,
C01054,AKOYA MIAMI BEACH,OTHER,
C01055,AUBERGE BEACH RESIDENCES,OTHER,
C01056,PYRMONT CURACAO,OTHER,
C01057,REGAL OAKS RESORT,OTHER,
C01058,HERITAGE LANDING GOLF & COUNTRY CLUB,OTHER,
C01059,ELEVATE STAFFING,OTHER,
C01060,MARENAS BEACH RESORT,OTHER HOTEL,
C01061,PARK RIGHT VALET,OTHER,
C01062,BRADLEY BOULDER INN,OTHER,
C01063,RENAISSANCE NEWPORT BEACH HOTEL,MARRIOTT,
C01064,AMARA CAY,OTHER,
